,class,tweet
14148,1, I got the deals for the low. I know you hoes lonely so fuck with these cuffing season specials. ;; 
14149,1, We all know a bitch boy named Luke
14150,1, We all know a bitch named Natalie
14151,2," I got gatorades, Twinkies, rice puddings, Pringles, and cookies ;;"
14152,2, ; Kissin small lips is trash lol..;!!! Yessssss
14153,1, ; smh hoes like this are fucking it up for actual loyal girls smh.
14154,1, Good riddance bitches ;;; 
14155,1, Told yo bitch get on her knees I don't want no sex;;
14156,1," ""I'm a soft more"";;; hoes dumb man"
14157,1, Fucc hoes dats how I feel
14158,1, I can tell you a freak bitch don't lie to me
14159,1," Bitches always uploading pics of a famous couple doing simple shit, like holding hands talkin bout ""want this"" bitch r;"
14160,1, I turn into a bitch real quick.
14161,2, I mean sometimes eating a carton of Double Stuf Oreos is your only option.
14162,1, bad bitch;
14163,2, You're responsible for the story inside you. Don't let self-doubt cripple your #creativity. #AmEditing #AmWriting #WriteTip
14164,2, Parent in Phoenix Says Administrators Made Her Son Wear Pink Fairy Wings on First Day of High School 
14165,2," ;Not all men interrupt women to quibble over irrelevant issues for the sole purpose of derailing a conversation,; he sa;"
14166,1, yeah after she fed up jealous skinny bitches and became one herself.
14167,2, Bad monkey! #AmazingTiming 
14168,1," Im done wasting my time, I'm just going cut a bitch off faster than I blink."
14169,1, I'll piss on a hoe
14170,1," Taking my dad to dinner...Watching the NHL awards at the sports bar while both my dad and I bitch about this ""LA kings"";"
14171,1, Do loyal bad bitches exist? Because I want one
14172,1, You tweet about how you're never good enough for a guy maybe it's because you're a hoe
14173,1, You're such a fake bitch hahaha
14174,2, ; Big bird has spoken ; I was weak then I ;!
14175,1," Broke hoes 3 words ""Out my face"""
14176,2, Justice for British seagull spray-painted red by thugs! The bird won;t be able to fly anymore! h;
14177,1," I need to hit the lottery yo, this work shit??? For the fucking birds!"
14178,1, I just realised my library books are overdue if anyone's looking for a bad bitch
14179,1, Of course the day I nip out with shit hair &amp; wearing my scruffy/but favourite stolen hoodie is the best time to bump into;
14180,2, I like being Asian and all but it's a struggle having squinty eyes in every picture
14181,1, I'm sorry ya woman shouldn't be helping you out financially unless that's ya wife these hoes dumb
14182,1, Just took electric stim to my pussy! Eeek! Back on in 5 mins! 
14183,2, Charlie Crist says OCare has been great? #ccot #tcot #teaparty #PJNET #Independents htt;
14184,1, pussy.
14185,1, y'all got all the gay hoes
14186,1," The thing about Houston and Austin gays is 99% are hoes, ain't no wholesome bitches"
14187,1, I bet Beyonce's pussy tastes like a fresh caramel apple
14188,1," You give these bitches the Amex once, they gonna act like a chilly snob and try to go get that cardigan"
14189,1, You gotta be a weak bitch to let a couple tweets get you out of character.
14190,1, can't dm wigga cause I can't even get a follow back ;
14191,1, bye bitch. im blocking u i drew you ; 
14192,1, Neymar fell like a bitch
14193,1," ur a wack bitch who sells her pussy for $65.00 , lives with her mom then was homeless cut the lies; http;"
14194,1, Now let me write your mom since I have her address &amp; let her know her daughter is in Miami selling pussy for $85 ;
14195,1," the next call will be to immigration w/ your I.d your sex reviews &amp; your ad bitch I warned you , you lie I have facts &amp;;"
14196,1," Invite me on your show, you lying pussy. ""Republicans are afraid of me. They don't want to talk to me."" - ;"
14197,2, Halloween candy corn bird 
14198,0, I hate trailer trash ;
14199,1, Ima make you my bitch ;
14200,1," Would be so happy, so many bitches would be humbled How would you feel if they discontinued the sale of weave"""
14201,1," Read my lips bitch, what? My mouth isnt workin?"
14202,1, Theses niggas hoes and these bitches greedy
14203,1," . I'm sure this tweet will protect you from karmic payback, bitch."
14204,0," Well, Maryland is just a bunch of hateful rednecks, anyway."
14205,1, Just had a convo wit my ex n she reminded me y she is my ex smh idk y i even answerd for this bitch
14206,1," A dick has a sad life: His hair is a mess, his family is nuts, his neighbor's an asshole, his best friend's a pussy & ..."
14207,2," If you honk your horn .4 seconds after the light turns green, I will shut off my car, lay on the hood, and feed birds fo;"
14208,1, Yo mother(dedication hoe) - rich homie Tono feat. Childish Miguelito &amp; young patty.....coming soon #sorry4thewait
14209,1, This what y'all hoes want? ;;;;; 
14210,1, bitch what ocean is this?? 
14211,2," Far right hero and all-around RWNJ D'Souza took to twitter on Thanksgiving to mock Trayvon Martin, a murdered k;"
14212,0, Brandon Phelps a hoe ass nigga And wen I see him I'ma smack him like da lil bitch he is #300
14213,2," 150 Christians MASSACRED By Jihadi Muslims While They Slept! Including Pastor, His Wife &amp; Kids "
14214,2," Oh Torrence, I can't stand your cheer leading squad but I love your pom poms... I'll feed you bon bons all night."
14215,1, ; ; bitch go to sleep. You have work in the morning.; Lol yes master; ;;;
14216,1, Don't be a bitch to someone who can out bitch you.
14217,0, These young cats being drafted in the NBA today are walking lotto tickets! Wait till these niggas find out that pussy come;
14218,1, This bitch played too much Subway Surfer 
14219,1, Nothing that the Russians did in their support of the rebels surprises me. Putin views Obama as a pussy.
14220,1, Ona niggas I'll really beat dat hoe up
14221,1, Your mcm is a lil bitch
14222,1, A bird just flew into my hotel room. I'd rather get gangbanged by 10 Mandingos for 2 days straight than experience that again;
14223,1, Omg seriously do bitches still love Sosa??!?
14224,1, Started off with a OZ End up riding fo' deep Pull up to that club like muthaufckin ho you don't know me;
14225,1, ; Kissin small lips is trash lol..; Trash
14226,1, This is my beach bitch 
14227,1, that's 5 years away from legal drinking age and 14 year old pussy ?? ahaha eat ice cream not pussy bud
14228,1, Y'all be makin your nigga microwaveable dinner. Meanwhile he out there eatin another bitch homemade dinner
14229,1, I hat that I paint my beard shit... Just eat some pussy and grow you one dawg... Quit tryin to shortcut it
14230,1, When you rubbing on her booty then start playing with her pussy with ya thumb; &gt;&gt;&gt;&gt;&gt; 
14231,1, Always a bit of irony in the air when chicks call strippers hoes then grind on yo dick 4 free to the same song stri ...
14232,1, Beyonce made too many hoodrat anthems to not have been a hoe at some point in her life.
14233,1," I hope my kids don;t disappoint me by coming out ugly, I got too many plans to get hoes indirectly with them."
14234,0, Rudy Gay a faggot for not changing his last name once he got money.
14235,0, Hate fags? The answer's yes.
14236,1, Destroying a team that talked trash before the game &gt;&gt; ;
14237,2," women only play casual game like Kim K game &amp; anger bird. They don't play real games, like Male Power Fantasy 2 or Jingoi;"
14238,1, That's my bitch man I swear
14239,2, ; #AskAugust How Tall are you? I keep getting different answers from different people ;;; abo;
14240,2, Praying today's m&amp;g pictures don't come out yellow ;
14241,1, I hate when people say you can't befriend a hoe. How bitch how!? 1. I'm only held accountable for my pussy. 2. It's all about;
14242,2, There's nothing hotter than a pale albino chick who can play guitar.
14243,1, but then who is going to host the baddest bitch competition?
14244,2," ; When the trash bag is so full , you can barely tie it....;; STTOOOPP!!;;;;;"
14245,2, I want a pet monkey ;; 
14246,1, Big booty bitches always win.
14247,1, This next generation is being raised to be a bunch of mindless pussies with no discipline.
14248,1," The ape was like ""Oh you niggas gon learn today"" ;; "
14249,2, Apologies trash.. What's understood ain't gotta be explained
14250,2, Rape is NEVER something to mock like this. I stand with Jada #jadapose 
14251,0, Ray J is the perfect example of what happens when you give a lame nigga some pussy.
14252,1, Got like 10 hoes ;;;; 3 baes ;;;
14253,1," Why do people have A Problem with Gay People? Know what, fuck it... I Got A Problem with you Straight hoes! Now what?"
14254,1, Mama said no pussy cats inside my dog house
14255,1," ""These hoe ain't loyal"" - a nigga who cheated on his girl 7 times and just broke up with him."
14256,1," Females always talk about how on point their nails and eyebrows are, okay bitch your personality is still shit though."
14257,2, Cue the liberal left's Uncle Tom attacks against Tim Scott in 4...3...2... #tcot #teaparty #GOP
14258,0, Water is wet. Nike DC is trash.
14259,2," Whatchu sayin hoe, YOU KNOW IM THE MAN HOE"
14260,1, Point proven ima catch you bitch ok bud
14261,1, I know plenty of hoes in love with they niggas but it be the same bitch fuckin niggas
14262,1," "" Gotta link with bro Rambo ;;"" fashoo nd we gotta PULL Up ona pussy boys"
14263,1, The Homie Got This bitch Rocken
14264,1, Dese bitches ain't shit I get em high and feed em dick
14265,1, Just call me a nigger cause that's what u really want to say at the end of the day 
14266,1, Damn near in love with all them hoes when I'm with em.
14267,1," I love my family, but I wouldn't even need water to pop that Red Pill. That hoe is getting taken swiftly. "
14268,1," I really don't be tryna hoe nobody.. I eat, we all eat. Literally."
14269,1, Your man insecure cause you make him feel like he gotta compete with other guys. Stop being a hoe &amp; stop choo;
14270,1, Glad none of my followers can say they fucked #noway + yall hoes REALLY make this a goal...
14271,1, Some of y'all hoes thighs be so thick and can't even walk + Yankee food
14272,1," ; ; Best man ever ""I'd fuck her right in the pussy!!!!"" my nigg;"
14273,1, Could you please refrain from being a dumb bitch
14274,1," If I see a bitch coming at me like this , that mean I got 1.2 seconds to get up and get right ;;; hoethea sat there http:/;"
14275,1," Loyalty now let's get this money I got u,u got me no hoes just us !!!!"
14276,1, update: u are still a bitch
14277,1, ELI Manning is fucking trash rap
14278,1, Game over bitch HAHAHAHA
14279,1," I want a real relationship ;; no games, no lies, no side hoes, just me and you ;;"
14280,1, Fine then don't rt little nigs #mtvhottest one direction
14281,1, ; im a faggot; 
14282,1," that's right. you don't marry hoes, you rent em"
14283,1, lol im off this brooo. bitches janky. ;;;
14284,1, #honestyhour no bitch better try to fuck with my girl cause I will go off
14285,1, really bitch? 
14286,1, r u african because ur african bitch
14287,2, when you look like trash and someone compliments you 
14288,1, ; I'm HUNGRY I won't give a bitch a time or day. I'm trying take care business ;;;
14289,0, Look at ya boy Nigga a faggot Bruh Chance The Rapper 
14290,1, You really are a faggot if you say that match was bad. Stop watching
14291,2, Instant mashed potatoes are trash ;
14292,2," When Charlie Crist said ""Rick Scott, just too shady for the sunshine state"" "
14293,1, ; My Tryna make me go to church Tommrow .. He'll nawl dude; bitch text me back
14294,1, this bitch think look like Rihanna ? ;;;;;; 
14295,1, when I'm 18 them bitches getting erased ;
14296,1, Free Tino lul hoe ;;
14297,1, If or don't know you then you are not welcome on saturday bitches #privileges
14298,1, Behind every lame ass nigga... is a lame ass bitch that is constantly telling him how real he is...
14299,1, ima beat yo lil young ass quick plyin hoe;;;
14300,1, I like good weed &amp; bad bitches dat can roll it up
14301,1, Lees hoe een gepeste jongen zich probeert te verdedigen. Ingezonden brief Volkskrant. #pesten 
14302,1, People love to try to confront you... Yes bitch. I said it. Now what?;
14303,1, Yaaass bitch yaasss - soulja boy be having me so turnt;;
14304,1, Never catch feelings for a dumb bitch.
14305,1, That bitch who the shit in yo eyes aint shit in my eyez + !!!!
14306,1," When that message say ""delivered"" but you see him posting sc story's with all his hoes;; "
14307,1, When you realize you sent the message to your wife instead of your side hoe 
14308,1," Basic bitch tweet shit like ""no one to talk to"" 3 times a day ;"
14309,1," Yall want foreign bitches sooo bad, but cant even pull local hoes"
14310,2," At George Steinbrenner's first Yankees news conference, he said he wouldn't interfere in baseball decisions, promising ..."
14311,2, A 17 year old girl once struck out Babe Ruth and Lou Gehrig back to back and was banned from baseball for it #Yankees ;
14312,2, Big 10 been trash for years now lol its a basketball conference now
14313,1, Ebola not scary at all while yall worried about Ebola ima b getting hoes
14314,1," line my shit up with god cards, bitch "
14315,1, Screaming after Wes bitch ass? Annalise is losing her damn mind. She need to put the big girl panties back on. #HTGAWM
14316,1, Try to crucify me and we tweakin hoe 
14317,1, I'm just a normal ass dude that has no hoes and happens to be funny every once in a while
14318,1," LIKE A FLAT TIRE HE NEED A FIX ; Run up on em, put the gun up on em, ask a pussy nigga ""What's to ya bitch ?"";"
14319,2, The NFL is very equal this season everybody showed glimpses of being trash
14320,1, lol Lebron bitch ass always making a spectacle look at me ass nigga
14321,1, When lil b said ;Word around town that I aint got no bitches? what?! Thats a damn lie nigga my nuts is my witness; 
14322,1, Fat bitch act like she couldn't follow back. I've always wanted a fat bitch to follow me.
14323,1, Humpday hoe.
14324,1," "" Beat the pussy in so well her shit still hurting from a week ago"" ;"
14325,1, drake look like he would lay his letterman jacket over a puddle for a bitch and she wit her man smh
14326,1, im fukin yo bitch u mad as shit
14327,1, When you tweet som'n just for laughs &amp; a bitch wanna spoil the fun by getting Serious.. ;; 
14328,1, Making up handshakes with all my bitches now
14329,1, This is for the bitches who played me... What up hoe?
14330,1," Hoes be on some ""August Alsina is bae."" No bitch that dusty nigga you got 2 kids with who drives yo car &amp; still wears Rocawe;"
14331,1, Waiting 90 days for pussy is like being grounded and looking at all the kids playing outside from your bedroom window.
14332,1, u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy
14333,1, Recognize that I'm a star player &amp; leave them hoe fans of yours alone. 
14334,0," Why do the trashiest, really ghetto girls always get the most likes and comments on insta? Boys up and down their pictures a;"
14335,1, LMFAOOOOO Which one of y'all toothless hoes made this? ;; 
14336,2, The AFL now has an American draft system #BearBrother! Couple of Yanks are on the playing lists at so;
14337,1, ; I have no hoes;
14338,2, Poont gotta be trash
14339,1, Now he apologizing. Lol Fuck that hoe and her shot up pussy!
14340,1," ""Ariana is probably the next Beyonce"" bitch if you don't back the fuck up "
14341,1," - don't trust no , bitch"
14342,1, Why y'all ain't tell me young thug nails look better then mine ? lol fckin faggot
14343,1, I feel bad for guys that give their girlfriends the world and the bitch still treats them like shit.. Like damn what more do ;
14344,1, ; Shawn Micheals &amp; Razor Ramon both had bitches; Noone had more than Godfather though
14345,1, ugh! thank you!!!! my bf still talks so a dumb bitch i dont like;
14346,1, these niggaz bare backing any and every bitch out here;
14347,1, Snip snip hoe
14348,2, This is crazy no RB picked yet. A RB won ROY! 2yrs ago RB was MVP. Ppl 4get how important our position is. This is insane ho;
14349,1, I hate seeing women carrying on about how they could fuck somebody's man. Ok??? Trashy ass bitch.
14350,0," Remember the ""yellow badge"" Nazis used? Israel is making Muslim women carry a yellow badge order to pray in Al-Aqsa. h;"
14351,1, These 5th grade hoes ain't loyal;; 
14352,1, Lil hoe 
14353,1, Nike beanies #NikePorn 
14354,2, Charlie Sheen did the ice bucket challenge the right way 
14355,2," #Sagittarius can be compassionate towards other people when they want to be, especially towards the ones they care abo;"
14356,1," ""When you finally see the white kid that called you nigger on Call Of Duty"" ;;; "
14357,1, Hulkamania is running wild on that pussy
14358,1, This hoe know that not her car lmaooo 
14359,2, Bey lost her ring at the Met Gala. Jay found it &amp; instead of just giving it back he gave it to her as a mock proposal http;
14360,2, #BreakingNews #streetart #graffiti #new #mural by duo EtamCru in #Rome #Italy #morning #breakfast #coffee #trash 
14361,1, ; my bitch bruhhh !!!; My nigga my nigga ;;;
14362,1," Twitter jail is pointless your suppose to tweet , they need instagram jail for hoes doing Shout out for shout out all fucking d;"
14363,2, My iPhone has 2 million times the storage of the 1969 Apollo 11 spacecraft computer. They went to the moon. I throw bird ...
14364,0, Anybody who trashes their own neighborhood after a perceived injustice is a fucking moron. #Ferguson
14365,2, I can't believe the cops shot this fine young man. There goes the cure for cancer... #FergusonOctober 
14366,1, I'd like to issue a formal apology to Israel for our piece of shit anti-Semitic President and his retarded Secretary o;
14367,1," Number of women denied birth control by Hobby Lobby: 0 Number of Democrat retards butthurt by the verdict: 30,000,000;"
14368,2," One more from ""Yankees wouldn't be letting Polanco sit in minor leagues, because they're all about w;"
14369,1, I'm gonna start my own web MD site and the only three diagnosis are- Quit being a pussy Lay off the drugs Call 911
14370,1, Happy Valentine;s Day big booty bitches. ;
14371,1, yeah fuck lunch I'll just eat pussy under the staircase by the foriegn language hallway
14372,1, ; Bald headed bitches mad at me because they look like this. don't blame me blame your parents. #BMB 
14373,2, Luv riding the #MetroNorth with sour drunk #Yankees fans after a loss... #TooBad #MetsFan #QueensAllDay
14374,2, We gave #GunControl a chance. It failed. No more of this #GunSense nonsense. #MomsDemand is statist trash 
14375,1, Shit hoes post on instagram pt 1... 
14376,1, Hank Baskett cheated with a tranny and just got a shoutout!
14377,2, The stars wink knowingly and smile at each other when they see two lovers kissing on a secluded bridge on a balmy autumn nig;
14378,2, I don't like the weather right now it's scaring me lol why is it yellow?
14379,1, I tweet like a nigger
14380,1, I'll never think a bitch is all mine.
14381,1, Suck my dick bitch not only are you terrible. You are why hip hop is dead
14382,1, I got 99 problems but a bitch ain't one.. That goes for you bitch niggas too! #RNS
14383,1, hahaha look at you tryin to be a bitch lol nice try though haha
14384,1, ; Pick one the girl behind the bar who ain't being a hoe
14385,1, If you a hoe on the internet you a hoe irl
14386,1," Kanye &gt; Tupac........ ""are you serious?"" Yep bitch keep it moving."
14387,1," #Merched;;"" Smoke wit a bitch in Nap and let her play music I bet 100 she turn on boosie or some slow shit ;"""
14388,1, Damn Rico ass hit that hoe on point ;;;
14389,1, Floyd Mayweather stay with a badd bitch lol
14390,1, You lil stupid ass bitch i aint fuckin wit you
14391,2, Smoking isnt a game you could get killed monkey see monkey Dooo don't smoke if your not a smoker y'all are the reason ...
14392,2, if you're on the slope to 30 and still feel 17
14393,1, according to this data you a bitch ass nigga
14394,2, If you a bird throw it up #birdgang #EaglesNation
14395,1, niggas w bitch tendencies&lt;
14396,1, Real niggas move in silence bitch niggas make a scene cuz they not really wit the violence
14397,1, I'm sorry but some people's names are just fuckin stupid Some parents should get a flyin bitch slap for naming kids like ;
14398,1," ""Go talk to your other hoes"" "
14399,1, Bitches be talking about they ride or die with every nigga they talk to. bitch you done died like 8 times already
14400,1," Girls be 6'0 talking about ""catching feelings"" bitch you need to catch this TD pass I'm about to throw you smh"
14401,1, Real niggas let a real bitch cum first ;;;;
14402,1," A street nigga don't love nobody if you ain't his day one (bitch, nigga)"
14403,2, Pat Martin Is Gonna Show Some Yankees a Thing or Two at the James Beard House Tonight 
14404,1, ; Us calling females hoes for dressing as bunnies and cats for Halloween didn't discourage them one bit...lol;G;
14405,1, ...like to have a seat on it. I also don't assume that because a woman contributes to a sex convo that means her pussy is open f;
14406,1," ""i want a black guy thats 6'9, wears jordans and has tattoos""... bitch thats a created player on 2K"
14407,2, When someone drops their trash mixtape in my Dms 
14408,1, bitches cant finish a 6 inch sub but want a 12 inch dick
14409,1," #rapeyass Uh..not rape her, bitch nigga? You see her passed out drunk, what do you do? ht;"
14410,2, *Last 5 hours the last hour and a half of work trash just for existing.
14411,1, Hell wrong with yall? Pecan pie AND sweet potato pie trash. 
14412,1, What a bitch.
14413,1, Every nigga New hoe is Da next niggas old hoe
14414,2, My favorite episode of Friends is the one where blacks mysteriously vanish and unemployed white people find affordable ho;
14415,1, White girls date black guys who hate black culture and they let their stupid ass white girlfriends talk shit and say nig;
14416,1," Trying to cat fish me, like nuh uh bitch get in the back."
14417,0, not about to shoot this pussy! Ima beat his face into the asphalt t ...
14418,1, ; ; That hoe smashed the whole team !; ;C;H;I;L;L;; Lmao y'all fools;;;;
14419,2, yellow face and it's a no.
14420,1, I hate when niggas get mad cuz you fucked they girl when really he should be happy you showed him that bitch unloyal
14421,1, The most likely signs to be crazy bitches: Aries Taurus Gemini Cancer Leo Virgo Libra Scorpio Sagittarius Capricorn Aq;
14422,2," VIDEO: ;Don;t hurt yourself!; hits a jumper over a rookie, proceeds to talk trash ht;"
14423,2, VIDEO: CFL LB Solomon Elimimian trash talks an opponent during a halftime interview 
14424,2, VIDEO: Derek Jeter hits a walk-off single on his final at-bat at Yankee Stadium 
14425,1, Miramar had the baddest hoes shid hoes looking like they was in college + HAD
14426,2, #IWantToPunchPeopleWho mock God
14427,2, Homeowner Shoots Armed Suspect Who Attacked and Pistol Whipped Him 
14428,1," ""No matter where you go, there's always an asshole wearing a Yankees cap."" - "
14429,1, Valentines day is just an extra Christmas for bitches blood
14430,1," Ugh, white trash. "
14431,1, When you and your friend are talking and that bitch y'all heavily don't fuck with walks past 
14432,1, When a bitch get you fucked up 
14433,1, Asking his kids if they brought an apple for the teacher ;;; he's such a queer
14434,2, call me a free bird
14435,1, Back when I was a young buffalo soldier ha s/o to the bro #tbt We still in this bitch; 
14436,2," Asked Betances before the game if he;d like to be a starter again someday. ;If the Yankees ever asked me, I would. But I;m a r;"
14437,1," Tell me again how Citizen Kane is the best movie of all time, then go watch Caddyshack. you pretentious film school cunt."
14438,1, Whoever called it the lowest common denominator and not stupid pussy number was probably more mature than me and definitely;
14439,1," Note about 300;30 days in a month, these hoes selling pussy for $10 a pop lol. "
14440,1," If you aint fucking me , feeding me , or supporting me YOUR OPINION is irrelevant bitch."
14441,1, Muhammad Ali. Roy Gracie out this hoe
14442,1," These hoes be fucking all of us niggas. I got news for all the monogamous niggas, yo bitch fucking anonymous niggas"
14443,1, On some real nigga shit some bitches need slapped...
14444,2," I don't always get drunk and pass out but when I do, when did they start making colored duct tape?"
14445,1," "" Girls that fuck back &gt;&gt;&gt; ;; your last one was trash so here"
14446,1, Some of you bitches aren;t built to wear certain shit. 
14447,1, These hoes out of control 
14448,1, Come get yo hoe
14449,1," I always text my besties like ""bitch call me I got the scoop;"" ;;;;;;;"
14450,1, My bitches got pretty pussy;;;;;;
14451,2, The best way to make a hillbilly do something is to tell him he can't do it.
14452,1," Nine times outta ten the bitch using them same unclean brushes on all ten of her clients. I can't with you ""beat faced"";"
14453,1, Least I ain't broke bitch!
14454,1," When Waka said, ""Suck My Dragon Balls bitch call me GOKU!"" "
14455,1, Jackie a Old bamma ass bitch
14456,1, Tell them bitches I'll always be your Mrs.;
14457,2, We now know more about Twinkies and how old the earth is than what happened in #Benghazi.
14458,1," ""You smell like Weed..."" and bitch you smell like sober."
14459,2, ghetto sour cream 
14460,1, ; &amp; you guys thought sharkiesha and shovel girl were crazy.. she snapped this bitches nose. 
14461,1," ""She still a bitch"" Lol so what do you tweet if you lose?"
14462,2," Crooked number followed by shut down frame, love it. #Yankees"
14463,2, Grinding! #Yankees
14464,1, Who else remembers these bitches 
14465,1, But thats your baby mom though. That ain't my hoe.
14466,2," GRAPHIC ~&gt; 150 Christians MASSACRED By Jihadi Muslims While They Slept! Including Pastor, His Wife &amp; Kids "
14467,1," "" ; These hoes gon come &amp;&amp; go, i feel it.;"" boy, lol"
14468,1, Denzy a hoe ;;;
14469,1, Females now a days don't like to do anything freaky because . You niggas gossip about it like bitches .
14470,1, I'm in love with mary jane and codine I don't love these hoes
14471,1," But if you a hoe, do you. I ain't judging you. Get it in, but don't hurt someone in the process, be straight up ab it"
14472,2," Charlie: ""My last two songs will be quasi-religious songs for the sake of who's coming up next."""
14473,1, He tweet like a bitch broke his heart
14474,1," Niggas gossip like hoes, most of 'em bitches"
14475,1, naw bitches want attention not respect... Real women want respect #truth
14476,2," ;Daddy, Batman;s parents are dead.; ;Yup.; ;And Superman;s.; ;Yup.; ;What am I going to be when you die?; ;Sad ho;"
14477,1, Don't unfollow I got the app bitch
14478,2, Gasoline - daddy Yankee ;;
14479,2, Green and yellow -lil Wayne ;;;;;;
14480,1, Birds of a feather flock 2gether. Hoes friends with hoes. Bitter women be with other bitter ones. Haters be with hater;
14481,2, I'm so sick head colds suuuck. And on top of that had to challange me to a beer chug ;;
14482,1, These bitches are slutty enough without the costumes lol damn
14483,1, I used to chase hoes now it's Dollar$igns
14484,1, I'm money hungry man these bitches can't do nuffin for me
14485,1, Justification of my bitch face. Thanks 
14486,1, Me: My bitch face is on point. That's 24/7. #Thanks
14487,1, Pull up on my ex make that bitch mad;;;;
14488,1, Dive in the pussy like 
14489,1, Fellas remember to stock up on thermals and Timbs before the dykes buy them all
14490,1, johns.... be honest.... you got hoes in different area codes
14491,0, Beyonc; is trash.
14492,2, Wiz is garbage to be put in the trash can known as Beyonc; to be put in a dumpster known as the VMAs.
14493,1, yes I love her like pussy money weed
14494,1, Follow spree cunts. Just retweet this #followmeBeau
14495,1, With me bitch.
14496,1, why all these hoes trynna be gay now? lmao
14497,1," ""Ate pussy for the first time today. All I have to say is ... I think I may have a new favorite food""- Michigan"
14498,1," ""If you are nice girls, they will be bitches to you. If you are an asshole, girls will want your dick. #womanlogic"""
14499,1," ""People congratulate on losing weight for my health, but in reality I lost all the weight so I could fuck hot bitches"";"
14500,1," ""Unlike a lot of these bros, I actually care about my girl and I love her. It's not called being a pussy, it's called ;"
14501,2, Charlie Sheen is a legend #ForTheBros 
14502,1, Don't be a pussy ; 
14503,1, Ungrateful bitches ... 
14504,1, How bitches look wen they hear their song in da club 
14505,1, Lauderdale. . + that's where the hoes at?
14506,1, Call her 1st thing in da AM.... Let her know dat pussy on yo mind....
14507,1, Lmao.. bitches hate u but still follow u...
14508,1, Niggas dat don't get no pussy are usually the ones thirstin these big or ugly bitches.. givin them more confidence then the;
14509,1, Sum of u bitches too old for braces....
14510,1, All a nigga need is money. . . . . . . . . . . . . . . . Fuck a bitch
14511,1, no hoes.
14512,1," Can't trust none of these bitches, DON'T trust none of these hoes ;"
14513,2, Study these birds closely. See if you can spot the female. It can be done. Even with limited bird watching skills. 
14514,2, Getting over a painful experience is like crossing the monkey bars. You have to let go at some point in order to move forward.;
14515,1, This is what the niggers dont like 
14516,1, Soulja boy bitch so Aggravating ;;;all that nagging &amp; shit .. I hope Ion sound like her ;;;
14517,1, I could if I tried but my money feels better then any pussy I've ever had
14518,2, Just 113 days until Yankees pitchers and catchers report.
14519,1, Don't be a pussy grab the booty. Love the booty. Appreciate the booty.
14520,1," this cunt is still talking!? Holy fuck, can you just get breast cancer already"
14521,1, Just this one eye can take your bitch 
14522,1, I want some popcorn hoes bol
14523,1, this faggot is a lil attention whore fuck him #mute
14524,1," I seen what you look like ,not impressed.dont talk shit you dirt looking bitch"
14525,1, when i drink some beurs kid . plus ur a faggot anyways
14526,2, abel is a 43 yrs old beaner working @ home depot and he didn't want to hang out with you = major L
14527,0, chava needs to stay in his lane and keep sending gyro to hell you dont want it with the big boys you dirt infest ass beaner
14528,0, if i dont get drafted for the squad we gonna have some problems drop the faggot jesus
14529,0, kill this beaner
14530,1, If this was high school ER body catch A's hoe lmao ;;;; 
14531,1, ; Wake up in the morning give me head bitch ;;;
14532,1, Fuck dat bitch
14533,1, I like blowing loud wit bad bitches ;
14534,1, It ain't no hoe; in my blood ;
14535,1, Roll up let's get high let's get high bitch
14536,1, Been popping all my life what's fame 2 me.. bitches been stalking all my life bitches ain't a thang 2 me
14537,1, This bitch needs to be ray rice'd 
14538,1, Y'all hoes would never get under my skin !!
14539,1, Bad bitch her attitude nasty ! Ooh ooh that's my song hoe ' loveoohyie #skyylevelmedia #holipalooza #atl 
14540,1," bruh said ""Black girls pussy taste like attitudes and arguments"" LOL"
14541,1, I just wanna be skinny &amp; fit. SIKE! Thick bitches got it going on. #Ass2Fat #ThundaThighs #JellyRolls #ImStillSexy
14542,1," Shut your bitch ass up. You got something to say about me, mention me. Peezy eyed bit;"
14543,2, Chicken Fries. Shake. Perfection. 
14544,1, you hang out with a hoe you gonna turn into a hoe
14545,1, Your pussy looks like it died six months ago.
14546,2, A photographer hid in a trash can to get these adorable engagement photos 
14547,1, Ross is tha biggest bitch
14548,1, I have no sympathy for people who bitch about situations they get themselves into.
14549,1," Mom: ""What happened to ___ *insert old friend name*? You used to be close."" Me: ""Fuck that bitch."""
14550,1, karma's a bitch. don't dish what you can't take. ;
14551,1," ""And if you aint a hoe, GET UP OUT MY TRAPHOUSEEEE"" "
14552,1," ""Great.... DaQuan got her pregnant and now I'm gonna have a nigger grandbaby"" "
14553,1," ""bitch ass nigga square up"" ;; "
14554,1, 1000 rts and he'll spark this hoe in here 
14555,1, gotta keep these hoes on point 
14556,2, iphone 6 is trash watch me glo up 
14557,2, she paid $5 to hold the monkey and look what he did ;;; this monkey real af 
14558,1, she taught these hoes how to pose 
14559,2, taking out the trash at night 
14560,1, when u deep in the pussy 
14561,0, who else hated this bitch nigga ?? 
14562,1," because he was a cunt, Brandon. Don't be a cunt."
14563,2, Breathe easy: Twinkies due back on shelves by summer 
14564,1," Me: ""Yeah I think I'll get off early tonight and get a good nights rest. 4:00am: ""Not tonight bitch, not tonight."""
14565,2, Reports say female victim was shot while waiting for an Oreo McFlurry
14566,0," Man... I was trying to eat ; "" ""Nigga you said it was bitches out here, I showed up for nothin!"" "
